Año,Identificador de la Orden,Rama de la Entidad,Sector de la Entidad,Entidad,Solicitante,Fecha,Proveedor,Estado,Solicitud,Items,Total,Agregacion,Ciudad,Entidad Obigada,EsPostconflicto,NIT Proveedor,Actividad Economica Proveedor,ID Entidad,NIT PROV NORM,FECHA NORM,URL COMPRA,,,,,,,,,Orden de Compra,Item
"2021,73879,Ejecutiva,Función Pública,ALCALDIA MANIZALES,Diana Constanza Mejia Grand,08/06/2021 00:00,PANORAMMA DISENO DE SOLUCIONES SAS,Emitida,131204,Ver Conjunto detalle,""140,073.00"",Emergencia COVID19,Manizales,No obligada,No Definido,900671732,1811,706,900671732,06/08/2021,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/73879,,,,,,,,,,"
"2020,49836,Ejecutiva,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE PEREIRA,Alejandro Moreno Castaño,06/03/2020 00:00,AESTHETICS  MEDICAL SOLUTIONS SAS,Cerrada,86628,Ver Conjunto detalle,""1,607,398.00"",Emergencia COVID19,PEREIRA,Obligada,No Definido,9005671308,4773,702,900567130,03/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/49836,,,,,,,,,,"
"2020,49861,Judicial,Justicia y del Derecho,RAMA JUDICIAL DIRECCION SECCIONAL DE ADMINISTRACION JUDICIAL SANTANDER,Nohora Elena Rueda Diaz,06/04/2020 00:00,ABBAPLAX SAS,Cerrada,86384,Ver Conjunto detalle,""11,002,000.00"",Emergencia COVID19,Bucaramanga,Obligada,No Definido,8600621471,4759,1248,860062147,04/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/49861,,,,,,,,,,"
"2020,49963,Ejecutiva,Trabajo,SENA  Regional Antioquia,Juan Felipe Rendón Ochoa,06/05/2020 00:00,Ofibest SAS,Cerrada,86958,Ver Conjunto detalle,""105,885.00"",Emergencia COVID19,MEDELLIN,Obligada,No Definido,9003501337,4761,418,900350133,05/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/49963,,,,,,,,,,"
"2020,50590,Judicial,Justicia y del Derecho,ADMINISTRACION JUDICIAL SECCIONAL CALI,Adriana Fernanda Mogollón Jiménez,06/17/2020 12:00:00 AM,PLASTICOS FENIX SAS,Cerrada,88310,Ver Conjunto detalle,""21,212,130.00"",Emergencia COVID19,Cali,Obligada,No Definido,8903076821,3240,1259,890307682,17/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/50590,,,,,,,,,,"
"2020,51057,Ejecutiva,,COMPUTADORES PARA EDUCAR,Sandra Lizarazo Diaz,06/25/2020 12:00:00 AM,SumimasSAS,Cerrada,89344,Ver Conjunto detalle,""26,970,001.00"",Emergencia COVID19,Bogota,No obligada,No Definido,830001338,4649,317,830001338,25/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/51057,,,,,,,,,,"
"2020,51058,Ejecutiva,,COMPUTADORES PARA EDUCAR,Sandra Lizarazo Diaz,06/25/2020 12:00:00 AM,AVANZA INTERNATIONAL GROUP,Cerrada,89348,Ver Conjunto detalle,""310,500.00"",Emergencia COVID19,Bogota,No obligada,No Definido,,,317,Sin identificación,25/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/51058,,,,,,,,,,"
"2020,51273,Ejecutiva,Justicia y del Derecho,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO DE FUSAGASUGA,Ciro Alfonso Barbosa Alejo,06/30/2020 12:00:00 AM,PLASTICOS FENIX SAS,Cerrada,89676,Ver Conjunto detalle,""1,115,000.00"",Emergencia COVID19,FUSAGASUGA,Obligada,No Definido,8903076821,3240,809,890307682,30/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/51273,,,,,,,,,,"
"2020,51274,Ejecutiva,Justicia y del Derecho,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO DE FUSAGASUGA,Ciro Alfonso Barbosa Alejo,06/30/2020 12:00:00 AM,MAS EMPRESARIAL SM SAS,Cerrada,89680,Ver Conjunto detalle,""680,000.00"",Emergencia COVID19,FUSAGASUGA,Obligada,No Definido,900401081,2221,809,900401081,30/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/51274,,,,,,,,,,"
"2020,51275,Ejecutiva,Justicia y del Derecho,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO DE FUSAGASUGA,Ciro Alfonso Barbosa Alejo,06/30/2020 12:00:00 AM,FUNDACION TEJIDO SOCIAL ORG,Cerrada,89682,Ver Conjunto detalle,""1,321,000.00"",Emergencia COVID19,FUSAGASUGA,Obligada,No Definido,900442577,9499-5621-9319-8890,809,900442577,30/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/51275,,,,,,,,,,"
"2020,51302,Ejecutiva,Justicia y del Derecho,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO DE FUSAGASUGA,Ciro Alfonso Barbosa Alejo,06/30/2020 12:00:00 AM,BON SANTE SAS,Cerrada,89774,Ver Conjunto detalle,""5,018,750.00"",Emergencia COVID19,FUSAGASUGA,Obligada,No Definido,901211678,4773,809,901211678,30/06/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/51302,,,,,,,,,,"
"2020,51753,Ejecutiva,Defensa Nacional,PUTUMAYO  BATALLON DE ASPC NO 27,Jessica Fernanda Arias Campos,07/09/2020 00:00,FELIPE MONDRAGON DUQUE,Cerrada,90799,Ver Conjunto detalle,""1,760,000.00"",Emergencia COVID19,SOACHA CUNDINAMARCA,Obligada,No Definido,94409574,7110,448,94409574,09/07/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/51753,,,,,,,,,,"
"2020,51842,Ejecutiva,Defensa Nacional,BATALLON DE COMANDO Y APOYO DE INFANTERIA DE MARINA NO 1,Joann Galindez Diaz,07/09/2020 00:00,INDUHOTEL SAS,Cerrada,90935,Ver Conjunto detalle,""75,500,756.00"",Emergencia COVID19,Corozal,Obligada,No Definido,900300970,5511,851,900300970,09/07/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/51842,,,,,,,,,,"
"2020,51877,Ejecutiva,Defensa Nacional,PUTUMAYO  BATALLON DE ASPC NO 27,Jessica Fernanda Arias Campos,07/10/2020 00:00,FUNDACION TEJIDO SOCIAL ORG,Cerrada,91018,Ver Conjunto detalle,""2,330,000.00"",Emergencia COVID19,SOACHA CUNDINAMARCA,Obligada,No Definido,900442577,9499-5621-9319-8890,448,900442577,10/07/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/51877,,,,,,,,,,"
"2020,51878,Ejecutiva,Función Pública,MUNICIPIO DE LEBRIJA,Ines Badillo Maldonado,07/10/2020 00:00,FELIPE MONDRAGON DUQUE,Cerrada,90975,Ver Conjunto detalle,""2,517,120.00"",Emergencia COVID19,LEBRIJA,No obligada,No Definido,94409574,7110,620,94409574,10/07/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/51878,,,,,,,,,,"
"2020,51879,Ejecutiva,Función Pública,MUNICIPIO DE LEBRIJA,Ines Badillo Maldonado,07/10/2020 00:00,FUNDACION TEJIDO SOCIAL ORG,Cerrada,90980,Ver Conjunto detalle,""4,167,600.00"",Emergencia COVID19,LEBRIJA,No obligada,No Definido,900442577,9499-5621-9319-8890,620,900442577,10/07/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/51879,,,,,,,,,,"
"2020,51880,Ejecutiva,Función Pública,MUNICIPIO DE LEBRIJA,Ines Badillo Maldonado,07/10/2020 00:00,GLOBALK COLOMBIA SAS,Cerrada,90983,Ver Conjunto detalle,""3,808,800.00"",Emergencia COVID19,LEBRIJA,No obligada,No Definido,8300518551,4690,620,830051855,10/07/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/51880,,,,,,,,,,"
"2020,51884,Ejecutiva,Función Pública,MUNICIPIO DE LEBRIJA,Ines Badillo Maldonado,07/10/2020 00:00,ELEVACON SAS,Cerrada,90999,Ver Conjunto detalle,""310,996.00"",Emergencia COVID19,LEBRIJA,No obligada,No Definido,9002928557,4663,620,900292855,10/07/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/51884,,,,,,,,,,"
"2020,51886,Ejecutiva,Función Pública,MUNICIPIO DE LEBRIJA,Ines Badillo Maldonado,07/10/2020 00:00,Marcela Alexandra Mesa,Cerrada,91004,Ver Conjunto detalle,""1,472,460.00"",Emergencia COVID19,LEBRIJA,No obligada,No Definido,52223268,7020,620,52223268,10/07/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/51886,,,,,,,,,,"
"2020,51887,Ejecutiva,Función Pública,MUNICIPIO DE LEBRIJA,Ines Badillo Maldonado,07/10/2020 00:00,PAULO CESAR CARVAJAL  PRODUCTOS INSTITUCIONALES,Cerrada,91006,Ver Conjunto detalle,""433,320.00"",Emergencia COVID19,LEBRIJA,No obligada,No Definido,10003534,4711,620,10003534,10/07/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/51887,,,,,,,,,,"
"2020,51889,Ejecutiva,Función Pública,MUNICIPIO DE LEBRIJA,Ines Badillo Maldonado,07/10/2020 00:00,Sumimas SAS,Cerrada,91013,Ver Conjunto detalle,""843,003.00"",Emergencia COVID19,LEBRIJA,No obligada,No Definido,8300013381,4649,620,830001338,10/07/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/51889,,,,,,,,,,"
"2020,51977,Ejecutiva,Función Pública,MUNICIPIO DE LEBRIJA,Ines Badillo Maldonado,07/14/2020 12:00:00 AM,DIGILED TECHNOLOGY SAS,Cerrada,91252,Ver Conjunto detalle,""236,863.00"",Emergencia COVID19,LEBRIJA,No obligada,No Definido,901104771,4669,620,901104771,14/07/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/51977,,,,,,,,,,"
"2020,52163,Judicial,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO GRANADA,illiam Alberto Cubillos Hernandez,07/16/2020 12:00:00 AM,BON SANTE SAS,Cerrada,91583,Ver Conjunto detalle,""436,000.00"",Emergencia COVID19,GRANADA,Obligada,No Definido,901211678,4773,1171,901211678,16/07/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/52163,,,,,,,,,,"
"2020,52420,Judicial,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO GRANADA,illiam Alberto Cubillos Hernandez,07/22/2020 12:00:00 AM,MAS EMPRESARIAL SM SAS,Cerrada,92060,Ver Conjunto detalle,""297,150.00"",Emergencia COVID19,GRANADA,Obligada,No Definido,900401081,2221,1171,900401081,22/07/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/52420,,,,,,,,,,"
"2020,52478,Ejecutiva,Trabajo,SENA  Regional Antioquia,Gustavo Adolfo Castaño Estrada,07/23/2020 12:00:00 AM,OFIBEST SAS,Cerrada,92223,Ver Conjunto detalle,""886,250.00"",Emergencia COVID19,MEDELLIN,Obligada,No Definido,9003501337,3290,418,900350133,23/07/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/52478,,,,,,,,,,"
"2020,52525,Ejecutiva,Inclusión social y reconciliación,SECRETARIA DISTRITAL DE INTEGRACION SOCIAL,BORIS ALEXANDER FLOMIN DE LEON,07/23/2020 12:00:00 AM,CAJA COLOMBIANA DE SUBSIDIO FAMILIAR COLSUBSIDIO,Emitida,92289,Ver Conjunto detalle,""66,361,112,241.00"",Emergencia COVID19,Bogotá DC,No obligada,No Definido,860007336,4711,686,860007336,23/07/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/52525,,,,,,,,,,"
"2020,52537,Judicial,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO GRANADA,illiam Alberto Cubillos Hernandez,07/24/2020 12:00:00 AM,COMERCIALIZADORA ORIKUA SAS,Cerrada,92306,Ver Conjunto detalle,""2,700,000.00"",Emergencia COVID19,GRANADA,Obligada,No Definido,900724561,9329,1171,900724561,24/07/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/52537,,,,,,,,,,"
"2020,52538,Judicial,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO GRANADA,illiam Alberto Cubillos Hernandez,07/24/2020 12:00:00 AM,DIGILED TECHNOLOGY SAS,Cerrada,92312,Ver Conjunto detalle,""259,500.00"",Emergencia COVID19,GRANADA,Obligada,No Definido,901104771,4669,1171,901104771,24/07/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/52538,,,,,,,,,,"
"2020,52539,Judicial,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO GRANADA,illiam Alberto Cubillos Hernandez,07/24/2020 12:00:00 AM,Ofibest SAS,Cerrada,92314,Ver Conjunto detalle,""673,000.00"",Emergencia COVID19,GRANADA,Obligada,No Definido,9003501337,4761,1171,900350133,24/07/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/52539,,,,,,,,,,"
"2020,52540,Judicial,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO GRANADA,illiam Alberto Cubillos Hernandez,07/24/2020 12:00:00 AM,Sumimas SAS,Cerrada,92316,Ver Conjunto detalle,""412,150.00"",Emergencia COVID19,GRANADA,Obligada,No Definido,8300013381,4649,1171,830001338,24/07/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/52540,,,,,,,,,,"
"2020,52545,Judicial,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO GRANADA,illiam Alberto Cubillos Hernandez,07/24/2020 12:00:00 AM,Exito Industrias SAS,Cerrada,92320,Ver Conjunto detalle,""292,300.00"",Emergencia COVID19,GRANADA,Obligada,No Definido,9007444089,1410,1171,900744408,24/07/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/52545,,,,,,,,,,"
"2020,52632,Judicial,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO GRANADA,illiam Alberto Cubillos Hernandez,07/27/2020 12:00:00 AM,MARKETING STORE SAS,Cerrada,92499,Ver Conjunto detalle,""130,000.00"",Emergencia COVID19,GRANADA,Obligada,No Definido,9001413756,4610,1171,900141375,27/07/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/52632,,,,,,,,,,"
"2020,52785,Judicial,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO GRANADA,illiam Alberto Cubillos Hernandez,07/29/2020 12:00:00 AM,JM GRUPO EMPRESARIAL SAS,Cerrada,92772,Ver Conjunto detalle,""330,000.00"",Emergencia COVID19,GRANADA,Obligada,No Definido,900353659,8230,1171,900353659,29/07/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/52785,,,,,,,,,,"
"2020,52827,Judicial,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO GRANADA,illiam Alberto Cubillos Hernandez,07/29/2020 12:00:00 AM,PAPER BOX SP SAS,Cerrada,92840,Ver Conjunto detalle,""303,500.00"",Emergencia COVID19,GRANADA,Obligada,No Definido,900791672,4669,1171,900791672,29/07/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/52827,,,,,,,,,,"
"2020,52829,Judicial,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO GRANADA,illiam Alberto Cubillos Hernandez,07/29/2020 12:00:00 AM,Servicios Integrados SAS,Cerrada,92845,Ver Conjunto detalle,""358,000.00"",Emergencia COVID19,GRANADA,Obligada,No Definido,810000481,8129,1171,810000481,29/07/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/52829,,,,,,,,,,"
"2020,52830,Judicial,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO GRANADA,illiam Alberto Cubillos Hernandez,07/29/2020 12:00:00 AM,Sumimas SAS,Cerrada,92851,Ver Conjunto detalle,""228,900.00"",Emergencia COVID19,GRANADA,Obligada,No Definido,8300013381,4649,1171,830001338,29/07/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/52830,,,,,,,,,,"
"2020,52831,Judicial,Justicia y del Derecho,RAMA JUDICIAL DIRECCION SECCIONAL DE ADMINISTRACION JUDICIAL SANTANDER,Nohora Elena Rueda Diaz,07/29/2020 12:00:00 AM,ABBAPLAX SAS,Cerrada,92843,Ver Conjunto detalle,""1,341,920.00"",Emergencia COVID19,Bucaramanga,Obligada,No Definido,8600621471,4759,1248,860062147,29/07/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/52831,,,,,,,,,,"
"2020,52832,Judicial,Justicia y del Derecho,RAMA JUDICIAL DIRECCION SECCIONAL DE ADMINISTRACION JUDICIAL SANTANDER,Nohora Elena Rueda Diaz,07/29/2020 12:00:00 AM,AESTHETICS  MEDICAL SOLUTIONS SAS,Cerrada,92848,Ver Conjunto detalle,""49,100,000.00"",Emergencia COVID19,Bucaramanga,Obligada,No Definido,9005671308,4773,1248,900567130,29/07/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/52832,,,,,,,,,,"
"2020,52882,Judicial,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO GRANADA,illiam Alberto Cubillos Hernandez,07/30/2020 12:00:00 AM,PAULO CESAR CARVAJAL  PRODUCTOS INSTITUCIONALES,Cerrada,92921,Ver Conjunto detalle,""490,000.00"",Emergencia COVID19,GRANADA,Obligada,No Definido,10003534,4711,1171,10003534,30/07/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/52882,,,,,,,,,,"
"2020,53605,Ejecutiva,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE PEREIRA,Alejandro Moreno Castaño,08/16/2020 12:00:00 AM,BON SANTE SAS,Cerrada,94456,Ver Conjunto detalle,""2,968,200.00"",Emergencia COVID19,PEREIRA,Obligada,No Definido,901211678,4773,702,901211678,16/08/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/53605,,,,,,,,,,"
"2020,53606,Ejecutiva,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE PEREIRA,Alejandro Moreno Castaño,08/16/2020 12:00:00 AM,FELIPE MONDRAGON DUQUE,Cerrada,94458,Ver Conjunto detalle,""483,000.00"",Emergencia COVID19,PEREIRA,Obligada,No Definido,94409574,7110,702,94409574,16/08/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/53606,,,,,,,,,,"
"2020,58488,Ejecutiva,Defensa Nacional,CALDAS  POLICÍA METROPOLITANA DE MANIZALES,Eliana Marcela Loaiza Garcia,11/12/2020 00:00,GLOBALK COLOMBIA SAS,Cerrada,104429,Ver Conjunto detalle,""32,883,600.00"",Emergencia COVID19,MANIZALES,Obligada,No Definido,8300518551,4690,432,830051855,12/11/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/58488,,,,,,,,,,"
"2020,53612,Ejecutiva,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE PEREIRA,Alejandro Moreno Castaño,08/16/2020 12:00:00 AM,PROCTECH TECNOLOGIA EN PROTECCION SAS,Cerrada,94462,Ver Conjunto detalle,""298,000.00"",Emergencia COVID19,PEREIRA,Obligada,No Definido,900907931,2229,702,900907931,16/08/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/53612,,,,,,,,,,"
"2020,53893,Ejecutiva,Hacienda y Crédito Público,UAE  UNIDAD DE PROYECCION NORMATIVA Y ESTUDIOS DE REGULACION FINANCIERA,Catalina Torrado Ulloa,08/21/2020 12:00:00 AM,INDUHOTEL SAS,Cerrada,95021,Ver Conjunto detalle,""228,800.00"",Emergencia COVID19,Bogota D.C,Obligada,No Definido,900300970,5511,26,900300970,21/08/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/53893,,,,,,,,,,"
"2020,54178,Ejecutiva,,CALDAS  GOBERNACION DE CALDAS,Jhon Jairo Castaño Florez,08/27/2020 12:00:00 AM,ICOMMERCE SAS,Cerrada,95646,Ver Conjunto detalle,""5,645,160.00"",Emergencia COVID19,MANIZALES,No obligada,No Definido,8300812462,4690,257,830081246,27/08/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/54178,,,,,,,,,,"
"2020,54244,Ejecutiva,,CALDAS  GOBERNACION DE CALDAS,Jhon Jairo Castaño Florez,08/28/2020 12:00:00 AM,PAPER BOX SP SAS,Cerrada,95804,Ver Conjunto detalle,""8,753,540.00"",Emergencia COVID19,MANIZALES,No obligada,No Definido,900791672,4669,257,900791672,28/08/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/54244,,,,,,,,,,"
"2020,54245,Ejecutiva,,CALDAS  GOBERNACION DE CALDAS,Jhon Jairo Castaño Florez,08/28/2020 12:00:00 AM,PAULO CESAR CARVAJAL  PRODUCTOS INSTITUCIONALES,Cerrada,95807,Ver Conjunto detalle,""9,862,908.00"",Emergencia COVID19,MANIZALES,No obligada,No Definido,10003534,4711,257,10003534,28/08/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/54245,,,,,,,,,,"
"2020,54247,Ejecutiva,,CALDAS  GOBERNACION DE CALDAS,Jhon Jairo Castaño Florez,08/28/2020 12:00:00 AM,Tensoactivos SG SAS,Cerrada,95816,Ver Conjunto detalle,""6,144,382.00"",Emergencia COVID19,MANIZALES,No obligada,No Definido,805023817,2030,257,805023817,28/08/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/54247,,,,,,,,,,"
"2020,55056,Ejecutiva,Defensa Nacional,DEPARTAMENTO DE POLICIA  QUINDIO,Leidy Marcela Lara Valencia,09/12/2020 00:00,IMPOCOSER SAS,Cerrada,97487,Ver Conjunto detalle,""1,788,000.00"",Emergencia COVID19,ARMENIA,Obligada,No Definido,8300259160,4659,553,830025916,12/09/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/55056,,,,,,,,,,"
"2020,55321,Ejecutiva,,ALCALDIA MUNICIPAL DE FOMEQUE,Jorge Arturo Romero Romero,09/17/2020 12:00:00 AM,Comercializadora de Tecnologia Maxmobile SAS,Cerrada,98016,Ver Conjunto detalle,""359,574.00"",Emergencia COVID19,Fomeque,No obligada,No Definido,900545692,4651,516,900545692,17/09/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/55321,,,,,,,,,,"
"2020,55326,Ejecutiva,,ALCALDIA MUNICIPAL DE FOMEQUE,Jorge Arturo Romero Romero,09/17/2020 12:00:00 AM,Almacenes Éxito SA,Cerrada,98027,Ver Conjunto detalle,""63,679,112.00"",Emergencia COVID19,Fomeque,No obligada,No Definido,890900608,4711,516,890900608,17/09/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/55326,,,,,,,,,,"
"2020,55340,Judicial,Justicia y del Derecho,RAMA JUDICIAL DIRECCION SECCIONAL DE ADMINISTRACION JUDICIAL SANTANDER,Luis Jeronimo Carrillo Gomez,09/18/2020 12:00:00 AM,MAS EMPRESARIAL SM SAS,Cerrada,97960,Ver Conjunto detalle,""68,690,000.00"",Emergencia COVID19,bucaramanga,Obligada,No Definido,900401081,2221,1248,900401081,18/09/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/55340,,,,,,,,,,"
"2020,55341,Judicial,Justicia y del Derecho,RAMA JUDICIAL DIRECCION SECCIONAL DE ADMINISTRACION JUDICIAL SANTANDER,Luis Jeronimo Carrillo Gomez,09/18/2020 12:00:00 AM,BON SANTE SAS,Cerrada,97969,Ver Conjunto detalle,""20,720,013.00"",Emergencia COVID19,bucaramanga,Obligada,No Definido,901211678,4773,1248,901211678,18/09/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/55341,,,,,,,,,,"
"2020,55626,Ejecutiva,,ALCALDIA MUNICIPAL DE FOMEQUE,Jorge Arturo Romero Romero,09/24/2020 12:00:00 AM,DIGILED TECHNOLOGY SAS,Cerrada,98617,Ver Conjunto detalle,""403,808.00"",Emergencia COVID19,Fomeque,No obligada,No Definido,901104771,4669,516,901104771,24/09/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/55626,,,,,,,,,,"
"2020,55628,Ejecutiva,,ALCALDIA MUNICIPAL DE FOMEQUE,Jorge Arturo Romero Romero,09/24/2020 12:00:00 AM,PAPER BOX SP SAS,Cerrada,98622,Ver Conjunto detalle,""161,430.00"",Emergencia COVID19,Fomeque,No obligada,No Definido,900791672,4669,516,900791672,24/09/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/55628,,,,,,,,,,"
"2020,55674,Ejecutiva,,ALCALDIA MUNICIPAL DE FOMEQUE,Jorge Arturo Romero Romero,09/24/2020 12:00:00 AM,Sumimas SAS,Cerrada,98731,Ver Conjunto detalle,""3,339,029.00"",Emergencia COVID19,Fomeque,No obligada,No Definido,8300013381,4649,516,830001338,24/09/2020,https://www.colombiacompra.gov.co/tienda-virtual-del-estado-colombiano/ordenes-compra/55674,,,,,,,,,,"
